2023-07-11 22:16:50,599 INFO    StreamThr :11196 [internal.py:wandb_internal():86] W&B internal server running at pid: 11196, started at: 2023-07-11 22:16:50.599176
2023-07-11 22:16:50,600 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: status
2023-07-11 22:16:50,610 INFO    WriterThread:11196 [datastore.py:open_for_write():85] open: C:\Users\Robin\Desktop\Uni\Semester 10\Masterarbeit\Implementierung\EnsembleAgents\wandb\run-20230711_221650-lu2oz1uy\run-lu2oz1uy.wandb
2023-07-11 22:16:50,611 DEBUG   SenderThread:11196 [sender.py:send():375] send: header
2023-07-11 22:16:50,648 DEBUG   SenderThread:11196 [sender.py:send():375] send: run
2023-07-11 22:16:51,121 INFO    SenderThread:11196 [dir_watcher.py:__init__():219] watching files in: C:\Users\Robin\Desktop\Uni\Semester 10\Masterarbeit\Implementierung\EnsembleAgents\wandb\run-20230711_221650-lu2oz1uy\files
2023-07-11 22:16:51,121 INFO    SenderThread:11196 [sender.py:_start_run_threads():1124] run started: lu2oz1uy with start time 1689106610.601172
2023-07-11 22:16:51,121 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: summary_record
2023-07-11 22:16:51,122 INFO    SenderThread:11196 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-07-11 22:16:51,131 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: check_version
2023-07-11 22:16:51,132 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: check_version
2023-07-11 22:16:51,253 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: run_start
2023-07-11 22:16:51,264 DEBUG   HandlerThread:11196 [system_info.py:__init__():31] System info init
2023-07-11 22:16:51,264 DEBUG   HandlerThread:11196 [system_info.py:__init__():46] System info init done
2023-07-11 22:16:51,264 INFO    HandlerThread:11196 [system_monitor.py:start():181] Starting system monitor
2023-07-11 22:16:51,264 INFO    SystemMonitor:11196 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-11 22:16:51,264 INFO    HandlerThread:11196 [system_monitor.py:probe():201] Collecting system info
2023-07-11 22:16:51,266 INFO    SystemMonitor:11196 [interfaces.py:start():190] Started cpu monitoring
2023-07-11 22:16:51,268 DEBUG   HandlerThread:11196 [system_info.py:probe():195] Probing system
2023-07-11 22:16:51,269 INFO    SystemMonitor:11196 [interfaces.py:start():190] Started disk monitoring
2023-07-11 22:16:51,272 INFO    SystemMonitor:11196 [interfaces.py:start():190] Started memory monitoring
2023-07-11 22:16:51,283 INFO    SystemMonitor:11196 [interfaces.py:start():190] Started network monitoring
2023-07-11 22:16:51,284 DEBUG   HandlerThread:11196 [system_info.py:_probe_git():180] Probing git
2023-07-11 22:16:51,361 DEBUG   HandlerThread:11196 [system_info.py:_probe_git():188] Probing git done
2023-07-11 22:16:51,361 DEBUG   HandlerThread:11196 [system_info.py:probe():240] Probing system done
2023-07-11 22:16:51,362 DEBUG   HandlerThread:11196 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.4', 'heartbeatAt': '2023-07-11T20:16:51.268053', 'startedAt': '2023-07-11T20:16:50.587211', 'docker': None, 'cuda': None, 'args': ('--wandb_logging', '--exp_group', 'Test', '--exp_name', 'TestCascadeNotSequential', '--steps', '1000', '--agent_config', 'Cascade', '--env_descr', 'Ant-v4', '--agent_params', 'sequential:False;stacks:1'), 'state': 'running', 'program': 'C:\\Users\\Robin\\Desktop\\Uni\\Semester 10\\Masterarbeit\\Implementierung\\EnsembleAgents\\mainExperiment.py', 'codePath': 'mainExperiment.py', 'git': {'remote': 'https://github.com/codebro634/EnsembleAgents.git', 'commit': '07a99b12ba360c3b3eebd51cd4f1e79fd79fe4d2'}, 'email': 'Robinyyy@t-online.de', 'root': 'C:/Users/Robin/Desktop/Uni/Semester 10/Masterarbeit/Implementierung/EnsembleAgents', 'host': 'DESKTOP-5IS4C9N', 'username': 'Robin', 'executable': 'C:\\Users\\Robin\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 6, 'cpu_freq': {'current': 3696.0, 'min': 0.0, 'max': 3696.0}, 'cpu_freq_per_core': [{'current': 3696.0, 'min': 0.0, 'max': 3696.0}], 'disk': {'total': 930.9479293823242, 'used': 281.8992042541504}, 'memory': {'total': 31.86672592163086}}
2023-07-11 22:16:51,362 INFO    HandlerThread:11196 [system_monitor.py:probe():211] Finished collecting system info
2023-07-11 22:16:51,362 INFO    HandlerThread:11196 [system_monitor.py:probe():214] Publishing system info
2023-07-11 22:16:51,362 DEBUG   HandlerThread:11196 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-11 22:16:51,362 DEBUG   HandlerThread:11196 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-11 22:16:51,363 INFO    HandlerThread:11196 [system_monitor.py:probe():216] Finished publishing system info
2023-07-11 22:16:51,367 DEBUG   SenderThread:11196 [sender.py:send():375] send: files
2023-07-11 22:16:51,367 INFO    SenderThread:11196 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-07-11 22:16:51,401 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: stop_status
2023-07-11 22:16:51,401 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: stop_status
2023-07-11 22:16:51,627 DEBUG   SenderThread:11196 [sender.py:send():375] send: telemetry
2023-07-11 22:16:52,123 INFO    Thread-16 :11196 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\Robin\Desktop\Uni\Semester 10\Masterarbeit\Implementierung\EnsembleAgents\wandb\run-20230711_221650-lu2oz1uy\files\wandb-metadata.json
2023-07-11 22:16:52,123 INFO    Thread-16 :11196 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\Robin\Desktop\Uni\Semester 10\Masterarbeit\Implementierung\EnsembleAgents\wandb\run-20230711_221650-lu2oz1uy\files\requirements.txt
2023-07-11 22:16:52,124 INFO    Thread-16 :11196 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\Robin\Desktop\Uni\Semester 10\Masterarbeit\Implementierung\EnsembleAgents\wandb\run-20230711_221650-lu2oz1uy\files\wandb-summary.json
2023-07-11 22:16:52,202 INFO    wandb-upload_0:11196 [upload_job.py:push():137] Uploaded file C:\Users\Robin\AppData\Local\Temp\tmp74y78go_wandb\73vx4zaz-wandb-metadata.json
2023-07-11 22:16:54,531 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: partial_history
2023-07-11 22:16:54,532 DEBUG   SenderThread:11196 [sender.py:send():375] send: history
2023-07-11 22:16:54,532 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: summary_record
2023-07-11 22:16:54,532 INFO    SenderThread:11196 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-07-11 22:16:54,533 DEBUG   SenderThread:11196 [sender.py:send():375] send: telemetry
2023-07-11 22:16:54,533 DEBUG   SenderThread:11196 [sender.py:send():375] send: exit
2023-07-11 22:16:54,533 INFO    SenderThread:11196 [sender.py:send_exit():598] handling exit code: 0
2023-07-11 22:16:54,533 INFO    SenderThread:11196 [sender.py:send_exit():600] handling runtime: 3
2023-07-11 22:16:54,533 INFO    SenderThread:11196 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-07-11 22:16:54,533 INFO    SenderThread:11196 [sender.py:send_exit():606] send defer
2023-07-11 22:16:54,533 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: defer
2023-07-11 22:16:54,535 INFO    HandlerThread:11196 [handler.py:handle_request_defer():170] handle defer: 0
2023-07-11 22:16:54,535 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: defer
2023-07-11 22:16:54,535 INFO    SenderThread:11196 [sender.py:send_request_defer():622] handle sender defer: 0
2023-07-11 22:16:54,535 INFO    SenderThread:11196 [sender.py:transition_state():626] send defer: 1
2023-07-11 22:16:54,535 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: defer
2023-07-11 22:16:54,535 INFO    HandlerThread:11196 [handler.py:handle_request_defer():170] handle defer: 1
2023-07-11 22:16:54,535 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: defer
2023-07-11 22:16:54,535 INFO    SenderThread:11196 [sender.py:send_request_defer():622] handle sender defer: 1
2023-07-11 22:16:54,535 INFO    SenderThread:11196 [sender.py:transition_state():626] send defer: 2
2023-07-11 22:16:54,535 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: defer
2023-07-11 22:16:54,536 INFO    HandlerThread:11196 [handler.py:handle_request_defer():170] handle defer: 2
2023-07-11 22:16:54,536 INFO    HandlerThread:11196 [system_monitor.py:finish():190] Stopping system monitor
2023-07-11 22:16:54,536 DEBUG   SystemMonitor:11196 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-07-11 22:16:54,536 DEBUG   SystemMonitor:11196 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-07-11 22:16:54,536 DEBUG   SystemMonitor:11196 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-07-11 22:16:54,536 INFO    HandlerThread:11196 [interfaces.py:finish():202] Joined cpu monitor
2023-07-11 22:16:54,536 INFO    HandlerThread:11196 [interfaces.py:finish():202] Joined disk monitor
2023-07-11 22:16:54,536 INFO    HandlerThread:11196 [interfaces.py:finish():202] Joined memory monitor
2023-07-11 22:16:54,536 INFO    HandlerThread:11196 [interfaces.py:finish():202] Joined network monitor
2023-07-11 22:16:54,536 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: defer
2023-07-11 22:16:54,536 INFO    SenderThread:11196 [sender.py:send_request_defer():622] handle sender defer: 2
2023-07-11 22:16:54,536 INFO    SenderThread:11196 [sender.py:transition_state():626] send defer: 3
2023-07-11 22:16:54,536 DEBUG   SenderThread:11196 [sender.py:send():375] send: stats
2023-07-11 22:16:54,536 DEBUG   HandlerThread:11196 [handler.py:handle_request():144] handle_request: defer
2023-07-11 22:16:54,536 INFO    HandlerThread:11196 [handler.py:handle_request_defer():170] handle defer: 3
2023-07-11 22:16:54,536 DEBUG   SenderThread:11196 [sender.py:send_request():402] send_request: defer
2023-07-11 22:16:54,536 INFO    SenderThread:11196 [sender.py:send_request_defer():622] handle sender defer: 3
